Company,Sector,Quarter,Speaker,Title,Role,Categories,Quantified,Sentiment,Quote
EXPE,"Hotels, Resorts & Cruise Lines",2025Q1,Eric Sheridan,Analyst,Analyst,Internal Automation,No,0.3,I wanted to go a little bit into the AI theme that you talked about in the prepared remarks.
EXPE,"Hotels, Resorts & Cruise Lines",2025Q1,Ariane Gorin,CEO,Executive,"AI-Native Product, AI-Enhanced Feature",No,0.5,"I mean, AI is changing everything, and we see it as an accelerator across our business."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q1,Scott Schenkel,CFO,Executive,"AI-Native Product, AI-Enhanced Feature, AI Infrastructure",No,0.4,"And particularly with its new ad solutions and platforms like video and AI-driven bid optimization that Ariane talked about, there's a ton of opportunity to increase adoption and expand with our supply partner base."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Ariane Gorin,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.8,"Our engineering teams, for example, have broadly adopted AI-powered developer assistance, and we're seeing reduced cycle times by more than 20% in some teams and faster feature delivery."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Ariane Gorin,CEO,Executive,Uncategorized,No,0.6,We are keeping an eye on how AI develops and believe we are well positioned to incorporate it into our consumer products and applications.
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Scott F. Schenkel,CFO,Executive,Internal Automation,No,0.5,"We continue to see strength in the traffic we get from direct, and we are very closely working with AI providers as well as monitoring our own traffic and conversion to make sure that we are seeing the uplift we think we should and holding our strength in direct, which we feel good about."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Jed Kelly,Analyst,Analyst,Uncategorized,No,0.2,"Just in AI and how it benefits the B2B and how you're using your agent, is that something you can use with your agent to generate new business by potentially letting them use AI agents to get more inventory?"
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Deepak Mathivanan,Analyst,Analyst,Uncategorized,No,0.2,"Ariane, you mentioned that the traffic from AI assistance is converting at a higher rate."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Ariane Gorin,CEO,Executive,AI-Enhanced Feature,No,0.6,Let me start with AI.
EXPE,"Hotels, Resorts & Cruise Lines",2025Q2,Ariane Gorin,CEO,Executive,"AI-Enhanced Feature, Internal Automation",No,0.4,"Major migrations and platform changes can sometimes slow us down, but what excites me right now is how we are leveraging AI internally to be more efficient and agile."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Ariane Gorin,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,"Our strong performance was supported by progress in advancing each of our 3 strategic priorities, all of which continue to be accelerated by AI."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Mark Mahaney,Analyst,Analyst,AI-Enhanced Feature,No,0.5,"So one is, is the quality of the signals that you're getting, the leads you're getting from places like ChatGPT, Perplexity, Gemini, are they kind of equivalent to all those performance leads the company got in the past?"
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Scott Schenkel,CFO,Executive,AI Infrastructure,No,0.6,"We are also improving our cost of sales through the use of AI, stricter expense management, and better cloud cost efficiencies."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Ariane Gorin,CEO,Executive,AI-Enhanced Feature,No,0.8,So the second question about the quality of the leads from the Gen AI search.
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Scott Schenkel,CFO,Executive,Internal Automation,Yes,0.7,"If you look at a couple of other things internally as we think about deploying AI, I can use the customer service example."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Ariane Gorin,CEO,Executive,AI-Enhanced Feature,Yes,0.8,"In terms of the product, we're leveraging AI to personalize property content to summarize guest reviews, all to make it easier for travelers to find their perfect match."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Deepak Mathivanan,Analyst,Analyst,AI-Enhanced Feature,No,0.6,"So first, Ariane, on partnership with OpenAI and potentially other AI assistants, how are you sort of approaching it strategically to ensure that you get the best opportunity for branding and driving repeat traffic back to Expedia assets while also maybe supporting a seamless booking experience for "
EXPE,"Hotels, Resorts & Cruise Lines",2025Q3,Ariane Gorin,CEO,Executive,Uncategorized,No,0.9,"So look, as I said, we were one of the launch partners with ChatGPT."
EXR,Self-Storage REITs,2024Q1,Omotayo Okusanya,Analyst,Analyst,Uncategorized,No,0.3,"Could you help us think about the next 10 years, whether it's AI or kind of what are you seeing that drops that helps lower customer acquisition costs, that helps lower cost of operation?"
EXR,Self-Storage REITs,2024Q1,Joseph Margolis,Chief Executive Officer,Executive,Internal Automation,No,0.6,"So I mean I think we're seeing it now, and we'll continue to see it, because your thesis is right, like technology and AI are going to change things drastically."
EXR,Self-Storage REITs,2024Q4,Ronald Kamdem,Analyst,Analyst,Vague/Buzzword,No,0.1,"Then my second one, obviously, it's early to talk about AI, but you guys have always been sort of front-footed on the technology front."
EXR,Self-Storage REITs,2024Q4,Joe Margolis,CEO,Executive,Uncategorized,No,0.2,"So we want to be cautious with AI applications and, you know, not necessarily be a pioneer."
XOM,Integrated Oil & Gas,2023Q4,Kathy Mikells,Senior Vice President and CFO,Executive,Internal Automation,No,0.6,"So things like how we use artificial intelligence and chatbots in our customer care centers, right, which gives our customers better service."
XOM,Integrated Oil & Gas,2024Q3,Roger Read,Analyst,Analyst,Internal Automation,Yes,0.2,"Is any part of that cost savings up to the 15 related to any sort of an AI effort internally, or is it strictly the logistics as you've talked before?"
XOM,Integrated Oil & Gas,2024Q3,Darren Woods,Chairman and CEO,Executive,Internal Automation,No,0.5,"I'll start with the end of your question, which is my expectation is there's more to come in this space and I'll talk to AI more specifically, but I would just context it more broadly in that, if you look at the transformational change that we've been making across the entire enterprise, we're very "
XOM,Integrated Oil & Gas,2024Q3,Kathy Mikells,Senior Vice President and CFO,Executive,Internal Automation,No,0.6,"And I'd certainly say if I take one step up from AI and just talk about technology more broadly and especially information technology, that's a space where we continue to have a lot of opportunity."
XOM,Integrated Oil & Gas,2024Q4,Betty Jiang,Analyst,Analyst,AI Infrastructure,No,0.5,I want to ask about your data center strategy for enabling the expansion of AI in the U.S.
FFIV,Communications Equipment,2023Q3,Samik Chatterjee,Analyst,Analyst,Uncategorized,No,0.4,"And Francois, a question that I'm getting a lot from investors really is about AI and the investors are expecting inflection again in terms of application growth because of AI use cases."
FFIV,Communications Equipment,2023Q3,Francois Locoh-Donou,President and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.5,"In the AI space, we are focused on enhancing our productivity by leveraging new capabilities."
FFIV,Communications Equipment,2023Q3,Francois Locoh-Donou,President and CEO,Executive,AI Infrastructure,Yes,0.6,"To succeed in API security, capabilities in AI and machine learning, along with effective attack mitigation strategies, are essential."
FFIV,Communications Equipment,2023Q4,Francois Locoh-Donou,President and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,"At the macro level, we expect continued application and API growth, fueled by automation efforts and new use cases, including Generative AI."
FFIV,Communications Equipment,2023Q4,Francois Locoh-Donou,President and CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.7,"Before we open the call to questions, I want to address our view on F5’s AI opportunity."
FFIV,Communications Equipment,2023Q4,Samik Chatterjee,Analyst,Analyst,Uncategorized,No,0.2,"Additionally, could you discuss your expectations for AI demand and how it will impact both systems and the software in your portfolio?"
FFIV,Communications Equipment,2023Q4,Francois Locoh-Donou,President and CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.5,"Regarding AI's role in our business, the portfolio we are developing—comprising hardware, software, and SaaS—will enable our customers to secure and deliver their APIs and applications across various environments."
FFIV,Communications Equipment,2023Q4,Meta Marshall,Analyst,Analyst,"AI-Native Product, AI Infrastructure",No,0.3,"And then maybe as a second question, you know, you mentioned kind of having plays as AI and inference cases grow; is that going to require productization of any kind of suites of products today or just kind of tailoring to kind of have AI ready solution?"
FFIV,Communications Equipment,2023Q4,Francois Locoh-Donou,President and CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.5,"Regarding AI, we have capabilities to run inferences in various environments through our Distributed Cloud."
FFIV,Communications Equipment,2024Q1,Francois Locoh-Donou,President and CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,"This complexity is further intensified by the rapid growth in the number of applications, a growth trajectory that is poised to accelerate significantly with the widespread adoption and proliferation of AI."
FFIV,Communications Equipment,2024Q1,Francois Locoh-Donou,President and CEO,Executive,"Internal Automation, AI Infrastructure",No,0.9,"We are going to use this event to discuss the hybrid multi-cloud challenges faced by large organizations worldwide including the implications of AI on applications, APIs and security."
FFIV,Communications Equipment,2024Q1,Francois Locoh-Donou,President and CEO,Executive,AI Infrastructure,No,0.5,"So our view on AI, so we have started seeing this quarter kind of the first emerging AI use cases of AI workloads that either needed to be traffic-managed or load-balanced or required some security."
