Company,Sector,Quarter,AI Mentions,Total Segments,AI Intensity %,Top Category,Who Brought It Up,Quantified Impact,Best Quote,Speaker
HSIC,Health Care Distributors,2024Q2,1,35,2.9,Internal Automation,Executive,Yes,"Additionally, we enhanced our solutions by pairing Dentrix Detect AI, our clinical AI system powered by VideaHealth, with Curodont, an early caries treatment product, and we are seeing early success with the launch of Reserve with Google, all positively received by larger DSOs.",Stanley Bergman
HSIC,Health Care Distributors,2024Q3,0,52,0.0,,,No,,
HSIC,Health Care Distributors,2024Q4,0,47,0.0,,,No,,
HSIC,Health Care Distributors,2025Q1,0,54,0.0,,,No,,
HSIC,Health Care Distributors,2025Q2,3,32,9.4,Internal Automation,Executive,Yes,"We aim for these initiatives to streamline processes, partly through the introduction of new technologies, including AI solutions, which will improve customer experiences and enhance efficiencies.",Stanley M. Bergman
HSY,Packaged Foods & Meats,2024Q2,0,95,0.0,,,No,,
HSY,Packaged Foods & Meats,2024Q3,0,99,0.0,,,No,,
HSY,Packaged Foods & Meats,2024Q4,0,81,0.0,,,No,,
HSY,Packaged Foods & Meats,2025Q1,0,102,0.0,,,No,,
HSY,Packaged Foods & Meats,2025Q2,1,70,1.4,Internal Automation,Executive,No,"We've continued to spend on our brands, we've invested in technology with our new ERP platform, and then new AI and tech-enabled capabilities that have driven significant efficiency, whether in the transformation program or other places.",Michele Gross Buck
HPE,"Technology Hardware, Storage & Peripherals",2024Q1,15,45,33.3,AI Infrastructure,Both (12E/3A),Yes,"Our cumulative accelerator processing unit orders rose to $4 billion in the quarter, driven by demand across HPE Cray EX and XT solutions, as well as HPE ProLiant Gen11 AI-optimized servers.",Antonio Neri
HPE,"Technology Hardware, Storage & Peripherals",2024Q2,19,38,50.0,AI Infrastructure,Both (11E/8A),Yes,AI demand continues to accelerate with cumulative AI systems orders reaching $4.6 billion this quarter.,Antonio Neri
HPE,"Technology Hardware, Storage & Peripherals",2024Q3,17,33,51.5,AI Infrastructure,Both (9E/8A),Yes,"We converted about $1.3 billion in AI systems revenue this quarter, a 39% increase from Q2.",Antonio Neri
HPE,"Technology Hardware, Storage & Peripherals",2024Q4,17,46,37.0,AI Infrastructure,Both (12E/5A),Yes,"Sequentially, AI systems revenue was up 16% to $1.5 billion, exiting fiscal year 2024 with $6.7 billion in cumulative orders since Q1 of fiscal year 2023.",Antonio Neri
HPE,"Technology Hardware, Storage & Peripherals",2025Q1,14,44,31.8,AI Infrastructure,Both (9E/5A),Yes,"We booked $1.6 billion in new AI system orders in the quarter, bringing our cumulative AI system orders to $8.3 billion.",Antonio Neri
HLT,"Hotels, Resorts & Cruise Lines",2024Q1,0,62,0.0,,,No,,
HLT,"Hotels, Resorts & Cruise Lines",2024Q2,0,91,0.0,,,No,,
HLT,"Hotels, Resorts & Cruise Lines",2024Q3,0,61,0.0,,,No,,
HLT,"Hotels, Resorts & Cruise Lines",2024Q4,3,63,4.8,Uncategorized,Both (1E/2A),No,"You know, we are super engaged in how we use tools and technology, including AI in every step of that journey, to make it a more pleasant and friction-free experience for our customers and so no, we don't plan to outsource that is the short answer.",Chris Nassetta
HLT,"Hotels, Resorts & Cruise Lines",2025Q1,0,56,0.0,,,No,,
HOLX,Health Care Equipment,2023Q4,0,64,0.0,,,No,,
HOLX,Health Care Equipment,2024Q1,5,65,7.7,Internal Automation,Both (3E/2A),Yes,"And finally, in late-breaking news, we are incredibly proud to announce that just last night, our new Genius Digital Diagnostic system, with the Genius Cervical AI algorithm, received clearance from the US Food and Drug Administration.",Steve MacMillan
HOLX,Health Care Equipment,2024Q2,1,50,2.0,Internal Automation,Executive,Yes,"Outside the U.S., diagnostics growth was driven primarily by multi-country adoption of our innovative Genius AI digital cytology in the quarter.",Steve MacMillan
HOLX,Health Care Equipment,2024Q3,0,25,0.0,,,No,,
HOLX,Health Care Equipment,2024Q4,3,75,4.0,AI Infrastructure,Executive,Yes,"Building on our foundation, products such as the Panther Fusion, Breast Cancer Index, Genius Digital Cytology, AI in mammography, Fluent, and Acessa leverage our established core businesses and enable more growth through market-creating innovation.",Stephen MacMillan
HD,Home Improvement Retail,2023Q4,1,51,2.0,Internal Automation,Executive,Yes,"Of particular note, the productivity in our stores with some of the tools that are unleashing the power of AI and putting that in the hands of our associates, those are standard fair for us.",Richard McPhail
HD,Home Improvement Retail,2024Q1,1,69,1.4,Internal Automation,Executive,Yes,We've talked to you before about SideKick and Computer Vision and are thrilled with the results we've seen so far.,Ann-Marie Campbell
HD,Home Improvement Retail,2024Q2,1,54,1.9,Internal Automation,Executive,No,"Specifically, our focus on in-stock and on-shelf availability or OSA with our Sidekick and Computer Vision applications.",Ann-Marie Campbell
HD,Home Improvement Retail,2024Q3,1,71,1.4,AI Infrastructure,Executive,Yes,"In addition, as you heard from Ted, we are focused on continuing to improve our interconnected retail experience, whether it is our faster delivery speeds, our more relevant and personalized search results or our enhanced product review summaries powered by AI, all of which are leading to greater pu",Billy Bastek
HD,Home Improvement Retail,2024Q4,1,51,2.0,AI-Enhanced Feature,Executive,Yes,"Turning to total company online sales, excluding the impact of the extra week compared to the fourth quarter of last year, there are a lot of drivers to our online success, from the focus on continuously improving the shopping and browsing experience to enhancing the delivery and post-delivery exper",Billy Bastek
HON,Industrial Conglomerates,2023Q3,1,78,1.3,AI-Native Product,Executive,Yes,"We launched three new products, featured several product enhancements, and showcased advanced intelligence solutions using AI and generative AI technology.",Greg Lewis
HON,Industrial Conglomerates,2023Q4,2,85,2.4,Internal Automation,Executive,Yes,"Quantum computing is the key enabler for AI to reach its scale potential, and Quantinuum is pioneering breakthroughs in expanding use cases across a number of industries.",Vimal Kapur
HON,Industrial Conglomerates,2024Q1,3,43,7.0,AI Infrastructure,Executive,Yes,"This includes leveraging generative AI to maximize the potential benefit of our operating system, both for our customers and internally.",Vimal Kapur
HON,Industrial Conglomerates,2024Q2,1,99,1.0,AI-Native Product,Executive,Yes,"We are also leveraging generative AI to maximize the potential benefit of our operating system, both for our customers and ourselves.",Vimal Kapur
HON,Industrial Conglomerates,2024Q3,3,87,3.4,AI Infrastructure,Both (2E/1A),Yes,"Earlier this week, we announced a new partnership with Google Cloud, leveraging Google's Vertex AI and Honeywell Forge to accelerate our customer transition from automation to autonomous operations.",Vimal Kapur
HRL,Packaged Foods & Meats,2023Q3,0,36,0.0,,,No,,
HRL,Packaged Foods & Meats,2023Q4,0,51,0.0,,,No,,
HRL,Packaged Foods & Meats,2024Q1,0,50,0.0,,,No,,
HRL,Packaged Foods & Meats,2024Q2,1,63,1.6,Internal Automation,Executive,No,"Our foodservice team, as we've talked about, they've been hard at work regaining some of the lost business that we had during the AI event.",Jim Snee
HRL,Packaged Foods & Meats,2024Q3,0,50,0.0,,,No,,
HST,Hotel & Resort REITs,2023Q2,0,68,0.0,,,No,,
HST,Hotel & Resort REITs,2023Q3,0,40,0.0,,,No,,
HST,Hotel & Resort REITs,2023Q4,0,30,0.0,,,No,,
HST,Hotel & Resort REITs,2024Q1,0,37,0.0,,,No,,
HST,Hotel & Resort REITs,2024Q2,0,52,0.0,,,No,,
HWM,Aerospace & Defense,2023Q1,0,88,0.0,,,No,,
HWM,Aerospace & Defense,2023Q2,0,70,0.0,,,No,,
HWM,Aerospace & Defense,2023Q3,0,68,0.0,,,No,,
HWM,Aerospace & Defense,2023Q4,0,72,0.0,,,No,,
HWM,Aerospace & Defense,2024Q1,0,47,0.0,,,No,,
HPQ,"Technology Hardware, Storage & Peripherals",2023Q1,2,50,4.0,Internal Automation,Executive,Yes,"Our investments in software, security, and AI will enable us to develop new solutions.",Enrique Lores
HPQ,"Technology Hardware, Storage & Peripherals",2023Q2,4,69,5.8,Internal Automation,Both (3E/1A),Yes,"A great example is our new Poly video operating system, which uses AI-driven speaker tracking and auto framing to enable better remote collaboration.",Enrique Lores
HPQ,"Technology Hardware, Storage & Peripherals",2023Q3,4,59,6.8,AI-Native Product,Both (3E/1A),Yes,It runs on AI-driven software that automatically detects and frames participants to enable a better experience between people in the room and colleagues connecting remotely.,Enrique Lores
HPQ,"Technology Hardware, Storage & Peripherals",2023Q4,5,51,9.8,Uncategorized,Both (4E/1A),Yes,We also continue to build momentum in AI.,Enrique Lores
HPQ,"Technology Hardware, Storage & Peripherals",2024Q1,5,40,12.5,Internal Automation,Both (4E/1A),Yes,I'm particularly pleased with the progress we are making on the company-wide AI strategy we shared with you previously.,Enrique Lores
HPQ,"Technology Hardware, Storage & Peripherals",2024Q2,11,58,19.0,Uncategorized,Both (6E/5A),Yes,We made good progress against our future-ready plan and we continue to invest in innovative technologies with a strong emphasis on AI and hybrid.,Enrique Lores
HPQ,"Technology Hardware, Storage & Peripherals",2025Q4,7,49,14.3,AI-Native Product,Both (5E/2A),Yes,"For example, we introduced a new edge class device, the AI station powered by NVIDIA, which can run up to 200 billion parameter models.",Enrique Lores
HUBB,Industrial Machinery & Supplies & Components,2023Q1,0,72,0.0,,,No,,
HUBB,Industrial Machinery & Supplies & Components,2023Q2,0,48,0.0,,,No,,
HUBB,Industrial Machinery & Supplies & Components,2023Q3,0,44,0.0,,,No,,
HUBB,Industrial Machinery & Supplies & Components,2023Q4,0,96,0.0,,,No,,
HUBB,Industrial Machinery & Supplies & Components,2025Q3,0,58,0.0,,,No,,
HUBB,Industrial Machinery & Supplies & Components,2025Q4,0,76,0.0,,,No,,
HUM,Managed Health Care,2023Q1,0,71,0.0,,,No,,
HUM,Managed Health Care,2023Q2,0,44,0.0,,,No,,
HUM,Managed Health Care,2023Q3,1,57,1.8,AI-Native Product,Executive,Yes,Our goal is to deliver a best-in-class agent and customer experience and we have made investments in AI-powered tools and tailored infrastructure to reduce consumer hold times and transfers.,Bruce Broussard
HUM,Managed Health Care,2024Q4,0,55,0.0,,,No,,
HUM,Managed Health Care,2025Q1,1,62,1.6,Internal Automation,Executive,Yes,One example is increased use of AI in our contact centers.,James Rechtin
HUM,Managed Health Care,2025Q2,1,59,1.7,Uncategorized,Executive,Yes,"This includes incremental investments in member retention, AI, and general operational efficiencies, as well as a bit in Stars where we're witnessing strong performance.",Celeste Marie Mellet
HUM,Managed Health Care,2025Q3,1,53,1.9,AI-Native Product,Executive,Yes,"We also have a newly introduced agentic AI platform, which is helping deliver capabilities like Agent Assist that help our call center advocates and agents focus on supporting our members.",James Rechtin
HUM,Managed Health Care,2025Q4,0,61,0.0,,,No,,
HBAN,Regional Banks,2024Q4,0,76,0.0,,,No,,
HBAN,Regional Banks,2025Q1,1,48,2.1,Uncategorized,Executive,No,"And as we get more capabilities in terms of data and use of data, think of what's coming with generative AI, we'll do more and more inquiry.",Stephen Steinour
HBAN,Regional Banks,2025Q2,0,55,0.0,,,No,,
HBAN,Regional Banks,2025Q3,0,45,0.0,,,No,,
HBAN,Regional Banks,2025Q4,3,67,4.5,Uncategorized,Both (2E/1A),Yes,"You know, if you just move to AI, absolutely there's significant investment happening in AI.",Zachary Wasserman
HII,Aerospace & Defense,2024Q1,0,69,0.0,,,No,,
HII,Aerospace & Defense,2024Q2,0,85,0.0,,,No,,
HII,Aerospace & Defense,2024Q3,1,95,1.1,AI-Native Product,Executive,Yes,We are also investing in data analytics and pilot projects utilizing AI to find faster solutions to material delivery delays and mitigate their impacts on ship assembly schedules.,Chris Kastner
HII,Aerospace & Defense,2024Q4,0,96,0.0,,,No,,
HII,Aerospace & Defense,2025Q1,1,86,1.2,Internal Automation,Executive,No,We have AI pilots going on in both shipyards where we can be more efficient in analysis of scheduling per se or quality.,Chris Kastner
IBM,IT Consulting & Other Services,2024Q1,12,37,32.4,AI Infrastructure,Both (9E/3A),Yes,These results are further proof of the quality of our portfolio and our hybrid cloud and AI strategy.,Arvind Krishna
IBM,IT Consulting & Other Services,2024Q2,14,34,41.2,AI Infrastructure,Both (12E/2A),Yes,Our book of business related to generative AI now stands at greater than $2 billion inception-to-date.,Arvind Krishna
IBM,IT Consulting & Other Services,2024Q3,13,39,33.3,AI Infrastructure,Both (10E/3A),Yes,"Our book of business related to generative AI is now over $3 billion inception to date, up more than $1 billion quarter-over-quarter.",Arvind Krishna
IBM,IT Consulting & Other Services,2024Q4,8,31,25.8,AI-Native Product,Both (6E/2A),Yes,"We continue to gain momentum with our GenAI book of business growing to over $5 billion inception-to-date, up by about $2 billion quarter-over-quarter.",Arvind Krishna
IBM,IT Consulting & Other Services,2025Q1,7,44,15.9,AI Infrastructure,Both (6E/1A),Yes,"While sentiment and the operating environment have been rapidly shifting, our performance reflects the continued success of our focused strategy around hybrid cloud and AI.",Arvind Krishna
IBM,IT Consulting & Other Services,2025Q4,12,36,33.3,Internal Automation,Both (9E/3A),Yes,"Consulting continued to grow, up 1%, reflecting increased demand for AI services as clients need help designing, deploying, and governing AI at scale.",Arvind Krishna
IEX,Industrial Machinery & Supplies & Components,2023Q1,1,65,1.5,AI-Native Product,Executive,Yes,"infrastructure funding initiatives, and we see continued momentum around the adoption of AI and cloud technologies.",William Grogan
